Runtime WSselect WSpush WSpush_init Strict_Push Progname Size Blocksize Iterations Threads Gflops
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 40960 1024 1 192 1206.603940
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1586.943439
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1570.122422
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1568.372282
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1578.367551
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1581.325727
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1546.893248
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1583.130014
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1600.977368
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1575.525024
komp numa Wnuma cyclicnuma loose dgeqrf_taskdep 65536 512 1 192 1596.616849
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 437.104841
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 465.261368
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 575.998375
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 547.963180
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 433.178083
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 509.269525
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 546.165379
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 616.886307
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 551.757235
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 502.770421
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 520.928184
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 564.987734
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 532.181691
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 547.517885
komp numa numa cyclicnuma loose dpotrf_taskdep 8192 224 1 192 475.526450
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1354.259630
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1304.913438
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1236.345297
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1187.007066
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1315.567383
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1222.664692
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1398.764127
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1248.408429
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1273.822800
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1277.716100
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1277.089611
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1314.293407
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1250.815673
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1324.199739
komp numa numa cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1303.958274
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1569.402494
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1739.689950
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1737.655377
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1737.228101
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1694.749711
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1764.320438
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1715.756243
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1694.710010
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1710.434635
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1643.795630
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1633.643581
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1653.208208
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1725.608557
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1709.499074
komp numa numa cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1695.868584
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1748.814307
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1784.225931
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1770.935649
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1730.430315
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1659.161779
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1805.312921
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1824.007347
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1798.991605
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1802.940392
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 192 1780.646796
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1763.422298
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1746.746875
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1761.677522
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1670.044060
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1821.222307
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1778.902652
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1781.529088
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1782.003547
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1799.444607
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 184 1753.484690
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1624.578990
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1753.012176
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1631.924502
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1702.479038
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1694.624543
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1745.439544
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1685.446642
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1679.725428
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1725.147072
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 176 1747.028318
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1643.184847
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1625.287646
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1704.704367
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1702.799854
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1656.074741
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1733.327189
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1539.485063
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1612.870334
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1683.121076
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 168 1663.117071
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1558.185200
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1573.538368
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1508.987837
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1531.463067
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1499.998303
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1617.273681
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1575.918854
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1579.299222
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1538.643095
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 152 1576.359406
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1500.753399
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1528.378945
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1416.479780
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1479.880288
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1563.003067
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1503.926858
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1519.104303
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1439.739335
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1480.517629
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 144 1463.598314
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1402.243694
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1396.728569
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1410.229074
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1371.577352
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1404.218211
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1327.451989
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1400.813454
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1362.029698
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1373.074179
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 120 1394.244502
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1177.052744
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1149.355903
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1153.484419
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1159.121219
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1167.912401
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1139.523084
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1163.186853
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1119.102706
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1166.056801
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 96 1165.778151
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 657.796978
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 659.639214
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 660.280535
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 660.279161
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 660.996670
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 659.341701
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 655.725199
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 659.602376
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 660.188548
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 48 656.190164
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.191086
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.304602
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.165834
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.071580
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.187587
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 248.810176
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 248.989576
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.290518
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 249.056718
gomp none none parallel_init none dpotrf_taskdep 32768 512 1 16 248.987001
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 623.452089
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 529.479195
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 600.082180
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 478.593445
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 520.614561
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 574.148999
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 446.042464
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 614.443691
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 561.689404
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 575.553336
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 519.609567
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 549.258679
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 540.282554
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 476.618169
komp rand local randnuma loose dpotrf_taskdep 8192 224 1 192 511.849243
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1234.357238
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1270.055708
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1214.006612
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1273.430028
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1208.452982
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1183.401121
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1262.008342
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1259.262798
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1224.813778
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1140.209396
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1198.776959
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1219.610313
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1277.342945
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1204.508585
komp rand local randnuma loose dpotrf_taskdep 16384 256 1 192 1221.753763
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1776.091683
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1778.007600
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1791.769116
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1728.491604
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1821.841542
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1746.294287
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1818.434264
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1716.498779
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1834.991284
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1745.580075
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1792.505500
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1814.837422
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1764.351002
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1816.945794
komp rand local randnuma loose dpotrf_taskdep 32768 512 1 192 1749.607082
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 537.404189
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 553.349826
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 508.021620
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 501.166336
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 527.578412
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 361.212783
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 430.665223
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 520.230544
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 514.274892
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 444.871114
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 492.200131
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 541.219406
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 577.895759
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 492.586473
komp hws_N_P Whws randnuma loose dpotrf_taskdep 8192 224 1 192 550.436931
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1178.070332
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1259.430692
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1216.616646
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1167.476626
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1179.733724
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1162.835505
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1137.655345
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1158.362477
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1165.691570
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1142.937423
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1140.287624
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1093.484635
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1230.575793
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1203.065721
komp hws_N_P Whws randnuma loose dpotrf_taskdep 16384 256 1 192 1123.581979
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1979.520127
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1896.569234
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1922.294203
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1894.936947
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1860.129379
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1974.595806
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1887.931454
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1842.679042
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1916.755394
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1896.482081
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 2025.443195
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 2121.177925
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1923.518995
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1851.477399
komp hws_N_P Whws randnuma loose dpotrf_taskdep 32768 512 1 192 1908.155135
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1491.390410
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1450.872944
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1378.027332
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1407.517404
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1412.248741
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1405.013548
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1473.483750
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1555.472306
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1486.356496
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1531.440469
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1503.813486
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1542.696165
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1360.146430
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1529.920475
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 256 1 192 1447.136343
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1873.486827
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 2020.245894
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 2042.901784
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1943.251739
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1799.922599
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1940.930910
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1913.970910
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1980.371524
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1884.966145
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 2020.521213
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1932.670904
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1965.022790
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1945.674621
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 2045.603347
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 32768 512 1 192 1968.607623
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1356.530053
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1181.887951
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1340.756812
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1339.786420
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1251.476492
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1228.547323
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1307.051291
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1271.247167
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1265.940138
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1213.191820
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1261.610915
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1442.185191
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1092.989813
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1338.776919
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 256 1 192 1202.119831
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 955.681317
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 899.187103
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 973.179683
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 958.372351
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 897.218816
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 935.130871
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 901.208286
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 1009.872905
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 928.986564
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 981.920533
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 989.196677
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 928.731075
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 907.634333
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 957.784388
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 16384 512 1 192 1011.489299
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 506.355555
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 453.019776
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 454.118841
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 474.771404
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 569.191860
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 445.853620
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 457.467050
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 465.777800
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 461.853180
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 432.666836
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 539.842068
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 527.750086
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 570.282509
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 521.614603
komp hws_N_P Whws cyclicnuma loose dpotrf_taskdep 8192 224 1 192 473.096061
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 1012.309768
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 833.067961
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 949.877181
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 832.107356
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 879.381161
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 991.276588
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 982.161883
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 1013.452565
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 946.268879
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 998.954529
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 936.215039
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 997.622059
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 1015.094195
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 958.038215
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 256 1 192 1022.609776
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 512 1 192 1506.099490
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 512 1 192 1503.477578
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 512 1 192 1300.650444
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 512 1 192 1407.589448
komp hws_N_P Whws cyclicnuma loose dgeqrf_taskdep 32768 512 1 192 1377.066340
